brand,name,marketed,details
Leica,Leica V-Lux (Typ 114),2014,Marketed: 01-Sep-2014;Lens Mount:  Fixed;Lens: Leica DC Vario-Elmarit ASPH 9.1-146mm f/2.8-4
Leica,Leica X-E (Type 102),2014,Marketed: 01-Sep-2014;Lens Mount:  Fixed;Lens: Leica Elmarit 24mm f/2.8-16;Megapixels: 16.5
Leica,Leica X (Type 113),2014,Marketed: 01-Sep-2014;Lens Mount:  Fixed;Lens: Leica Summilux ASPH 23mm f/1.7;Megapixels: 16.2
Leica,Leica S-E (Type 006),2014,Marketed: 01-Aug-2014;Lens Mount: S;Megapixels: 37.5
Leica,Leica T (Typ 701),2014,Marketed: 01-Jul-2014;Lens Mount: L;Megapixels: 16
Leica,Leica D-Lux 6,2013,Marketed: 01-Dec-2013;Megapixels: 12.7
Leica,Leica C (Typ 112),2013,Marketed: 08-Sep-2013;Lens Mount:  Fixed;Lens: 6-42.8mm f/2-5.9;Megapixels: 12.1
Leica,Leica M (Typ 240),2013,Marketed: 07-May-2013;Megapixels: 24
Leica,Leica M-E,2012,Marketed: 17-Sep-2012;Lens Mount: M;Megapixels: 18.5
Leica,Leica V-Lux 4,2012,Marketed: 17-Sep-2012;Megapixels: 12.1
Leica,Leica S (Type 006),2012,Marketed: 01-Sep-2012;Megapixels: 37.5
Leica,Leica V-LUX 40,2012,Marketed: 01-Jan-2012;Megapixels: 14.1
Leica,Leica V-Lux 3,2011,Marketed: 08-Dec-2011;Lens Mount:  Fixed;Lens: 25-600mm f/2.8-5.2;Megapixels: 12
Leica,Leica V-Lux 30,2011,Marketed: 26-May-2011;Megapixels: 14.1
Leica,Leica X2,2010,Marketed: 10-May-2010;Megapixels: 16.1
Leica,Leica D-Lux 3 mid 18,2010,Marketed: 20-Apr-2010;Megapixels: 10
Leica,Leica Digilux 3,2006,Marketed: 14-Sep-2006;Megapixels: 7.5
Leica,Leica D-Lux 3,2006,Marketed: 14-Sep-2006;Megapixels: 10
Leica,Leica M8,2006,Marketed: 14-Sep-2006;Lens Mount: M;Megapixels: 10.3
Leica,Leica V-Lux 1,2006,Marketed: 14-Sep-2006;Megapixels: 10.1
Leica,Leica C-Lux 1,2006,Marketed: 01-Apr-2006;Megapixels: 6
Leica,Leica D-Lux 2,2005,Marketed: 01-Oct-2005;Megapixels: 8.4
Leica,Leica D-Lux 2,2005,Marketed: 01-Oct-2005;Megapixels: 8.4
Leica,Leica SOFORT,2016,Marketed: 01-Sep-2016;Lens Mount:  Fixed;Lens: 60mm f/12.7
Leica,Leica M7,2002,Film Size: 135;Marketed: 01-Jan-2002;Lens Mount: M
Leica,Leica M6 TTL,1998,Film Size: 135;Marketed: 1998;Lens Mount: M
Leica,Leica R8,1996,Film Size: 135 Picture Size: 24x36mm;Marketed: 1996;Lens Mount: R
Leica,Leica R7,1992,Film Size: 135 Picture Size: 24x36mm;Marketed: 1992;Lens Mount: R
Leica,Leica R-E,1990,Film Size: 135 Picture Size: 24x36mm;Marketed: 1990;Lens Mount: R
Leica,Leica R6,1988,Film Size: 135 Picture Size: 24x36mm;Marketed: 1988;Lens Mount: R
Leica,Leica R4s Mod P aka Leica R4s Mod 2,1985,Film Size: 135 Picture Size: 24x36mm;Marketed: 1985;Lens Mount: R
Leica,Leica M6,1984,Film Size: 135;Marketed: 1984;Lens Mount: M;Shutter Speeds: 1-1/1000s
Leica,Leica R4s,1983,Film Size: 135;Marketed: 1983;Lens Mount: R
Leica,Leitz R4 Mot,1982,Film Size: 135 Picture Size: 24x36mm;Marketed: 1982;Lens Mount: R
Leica,Leica M4-P,1981 - 1987,Film Size: 135;Marketed: 1981 to 1987 (22000 units);Lens Mount: M
Leica,Leica R4,1980,Film Size: 135;Marketed: 1980;Lens Mount: R
Leica,Leitz R3 Safari,1978,Film Size: 135 Picture Size: 24x36mm;Marketed: 1978 (2500 units);Lens Mount: R
Leica,Leica M4.2,1977,Film Size: 135;Marketed: 1977
Leica,Leitz R3 Mot,1977,Film Size: 135 Picture Size: 24x36mm;Marketed: 1977;Lens Mount: R
Leica,Leica R3,1976,Film Size: 135 Picture Size: 24x36mm;Marketed: 1976;Lens Mount: R
Leica,Leicaflex SL2 50 Jahre,1975,Film Size: 135 Picture Size: 24x36mm;Marketed: 1975;Lens Mount: R
Leica,Leicaflex SL 2,1974 - 1976,Film Size: 135 Picture Size: 24x36mm;Marketed: 1974 to 1976;Lens Mount: R
Leica,Leicaflex SL2 Mot,1974,Film Size: 135 Picture Size: 24x36mm;Marketed: 1974;Lens Mount: R
Leica,Leica CL aka Compact Leica,1973 - 1976,Film Size: 135;Marketed: 1973 to 1976;Lens Mount: M
Leica,Leica M5,1971 - 1975,Film Size: 135 Picture Size: 24x36mm;Marketed: 1971 to 1975;Lens Mount: M
Leica,Leicaflex SL,1968,Film Size: 135 Picture Size: 24x36mm;Marketed: 1968;Lens Mount: R
Leica,Leicaflex SL Mot,1968,Film Size: 135 Picture Size: 24x36mm;Marketed: 1968;Lens Mount: R
Leica,Leica MDa,1966 - 1977,Film Size: 135;Marketed: 1966 to 1977;Lens Mount: M
Leica,Leicaflex,1964,Film Size: 135;Marketed: 1964;Lens Mount: R
Leica,Leica M1,1959 - 1964,"Film Size: 135 Picture Size: 24x36mm;Marketed: 1959 to 1964 (9500 units);Lens Mount: M;Shutter Speeds: 1s to 1/1000, B"
Leica,Leica IIIg,1957 - 1960,Film Size: 135;Marketed: 1957 to 1960 (39000 units);Lens Mount: Screw
Leica,Leica M2,1957 - 1967,Film Size: 135;Marketed: 1957 to 1967;Lens Mount: M
Leica,Leica M3,1954 - 1966,Film Size: 135;Marketed: 1954 to 1966;Lens Mount: M
Leica,Leica If,1952 - 1952,Film Size: 135;Marketed: 1952 to 1952;Lens Mount: Screw
Leica,Leica IIf,1951 - 1956,Film Size: 135;Marketed: 1951 to 1956;Lens Mount: Screw
Leica,Leica IIIf,1950 - 1953,Film Size: 135;Marketed: 1950 to 1953;Lens Mount: Screw
Leica,Leica Ic,1949 - 1952,Film Size: 135;Marketed: 1949 to 1952;Lens Mount: Screw
Leica,Leica IIIc,1940 - 1951,Film Size: 135;Marketed: 1940 to 1951;Lens Mount: Screw
Leica,Leitz IIIC-K,1940 - 1946,Film Size: 135 Picture Size: 24x36mm;Marketed: 1940 to 1946;Lens Mount: Screw
Leica,Leica IIIb,1938 - 1940,Film Size: 135;Marketed: 1938 to 1940;Lens Mount: Screw
Leica,Leica 250 Reporter GG,1935 - 1943,Film Size: 135 Picture Size: 24x36mm;Marketed: 1935 to 1943;Lens Mount: Screw
Leica,Leica IIIa (G),1935 - 1948,Film Size: 135 Picture Size: 24x36mm;Marketed: 1935 to 1948;Lens Mount: Screw
Leica,Leica 250 Reporter FF,1933,Film Size: 135 Picture Size: 24x36mm;Marketed: 1933;Lens Mount: Screw
Leica,Leica Standard (E),1932 - 1948,Film Size: 135 Picture Size: 24x36mm;Marketed: 1932 to 1948;Lens Mount: Screw
Leica,Leica II (D),1932 - 1948,Film Size: 135;Marketed: 1932 to 1948;Lens Mount: Screw
Leica,Leica I (C),1930 - 1931,Film Size: 135 Picture Size: 24x36mm;Marketed: 1930 to 1931;Lens Mount: Screw
Leica,Leica I (B) Dial Compur,1926 - 1929,Film Size: 135 Picture Size: 24x36mm;Marketed: 1926 to 1929;Lens Mount:  Fixed;Lens: Leica
Leica,Leica I (A) Elmar,1926 - 1930,Film Size: 135 Picture Size: 24x36mm;Marketed: 1926 to 1930;Lens Mount:  Fixed;Lens: Leica Elmar 50mm f/3.5
Leica,Leica I (A) Elmax,1925 - 1926,Film Size: 135;Marketed: 1925 to 1926;Lens Mount:  Fixed;Lens: Leica Elmax 50mm f/3.5
Leica,Leica Minilux Zoom,,Film Size: 135 Picture Size: 24x36mm;Lens Mount:  Fixed;Lens: Leica Vario-Elmar 35-70mm f/3.5-6.5
Leica,Leica Mini Zoom,,Film Size: 135;Lens Mount:  Fixed
Leica,Leica Mini Zoom,,Film Size: 135;Lens Mount:  Fixed
Leica,Leica Vario-Elmarit-SL 24–70 f/2.8 ASPH,2021,Marketed: 06-May-2021;Lens Mount: L;Lens: 24-70mm f/2.8
Leica,Leica APO-Summicron-M 35 f/2 ASPH,2021,Marketed: 04-Mar-2021;Lens Mount: M;Lens: 35mm f/2
Leica,Leica APO-Summicron-SL 28 f/2 ASPH,2021,Marketed: 18-Feb-2021;Lens Mount: L;Lens: 28mm f/2
Leica,Leica Summicron-M 28 f/2 ASPH,2020,Marketed: 14-Feb-2020;Lens Mount: M;Lens: 28mm f/2
Leica,Leica SUMMILUX-M 90 mm f/1.5 ASPH,2019,Marketed: 12-Dec-2019;Lens Mount: M;Lens: 90mm f/1.5
Leica,Leica APO-Summicron-SL 35mm f/2 ASPH,2019,Marketed: 28-Feb-2019;Lens Mount: L;Lens: 35mm f/2
Leica,Leica APO-Summicron-SL 50mm f/2 ASPH,2018,Marketed: 15-Jan-2018;Lens Mount: L;Lens: 50mm f/2
Leica,Leica APO-Summicron-M 50mm f/2 ASPH LHSA,2017,Marketed: 30-Nov-2017;Lens Mount: M;Lens: 50mm f/2
Leica,Leica Noctilux-M 50mm f/0.95 APSH,2017,Marketed: 29-Nov-2017;Lens Mount: M;Lens: 50mm f/0.95
Leica,Leica Elmarit-TL 18mm f/2.8 ASPH,2017,Marketed: 21-Nov-2017;Lens Mount: L;Lens: 18mm f/2.8
Leica,Leica APO-Vario-Elmar-TL 55-135mm f/3.5-4.5 ASPH,2016,Marketed: 08-Nov-2016;Lens Mount: L;Lens: 55-135mm f/3.5-4.5
Leica,Leica Super-Vario-Elmar-TL 11-23mm f/3.5-4.5 ASPH,2016,Marketed: 08-Nov-2016;Lens Mount: L;Lens: 11-23mm f/3.5-4.5
Leica,Leica Vario-Elmar-TL 18–56mm f/3.5–5.6 ASPH,2016,Marketed: 08-Nov-2016;Lens Mount: L;Lens: 18-56mm f/3.5-5.6
Leica,Leica Summaron-M 28mm f/5.6,2016,Marketed: 19-Oct-2016;Lens Mount: M;Lens: 28mm f/5.6
Leica,Leica APO-Summicron-SL 75mm f/2 ASPH,2016,Marketed: 19-Sep-2016;Lens Mount: L;Lens: 75mm f/2
Leica,Leica APO-Summicron-SL 90mm f/2 ASPH,2016,Marketed: 19-Sep-2016;Lens Mount: L;Lens: 90mm f/2
Leica,Leica Summicron-SL 35mm f/2 ASPH,2016,Marketed: 19-Sep-2016;Lens Mount: L;Lens: 35mm f/2
Leica,Leica Super-Vario-Elmar-SL 16-35mm f/3.5-4.5 ASPH,2016,Marketed: 19-Sep-2016;Lens Mount: L;Lens: 16-35mm f/3.5-4.5
Leica,Leica APO-Summicron-M 50mm f/2 ASPH,2016,Marketed: 19-Jul-2016;Lens Mount: M;Lens: 50mm f/2
Leica,Leica Elmarit-M 28mm f/2.8 ASPH,2016,Marketed: 14-Jan-2016;Lens Mount: M;Lens: 28mm f/2.8
Leica,Leica Summicron-M 28mm f/2 ASPH,2016,Marketed: 14-Jan-2016;Lens Mount: M;Lens: 28mm f/2
Leica,Leica Summicron-M 35mm f/2 ASPH,2016,Marketed: 14-Jan-2016;Lens Mount: M;Lens: 35mm f/2
Leica,Leica APO-Macro-Elmarit-TL 60mm f/2.8 ASPH,2015,Marketed: 29-Oct-2015;Lens Mount: L;Lens: 60mm f/2.8
Leica,Leica Summicron-TL 23mm f/2 ASPH,2015,Marketed: 29-Oct-2015;Lens Mount: L;Lens: 23mm f/2
Leica,Leica Summilux-TL 35mm f/1.4 ASPH,2015,Marketed: 29-Oct-2015;Lens Mount: L;Lens: 35mm f/1.4
Leica,Leica APO-Vario-Elmarit-SL 90–280mm f/2.8–4,2015,Marketed: 19-Oct-2015;Lens Mount: L;Lens: 90-280mm f/2.8-4
Leica,Leica Summilux-SL 50mm f/1.4 ASPH,2015,Marketed: 19-Oct-2015;Lens Mount: L;Lens: 50mm f/1.4
Leica,Leica Vario-Elmarit-SL 24-90mm f/2.8–4 ASPH,2015,Marketed: 19-Oct-2015;Lens Mount: L;Lens: 24-90mm f/2.8-4
Leica,Leica Summilux-M 28mm f/1.4 ASPH,2015,Marketed: 02-Jun-2015;Lens Mount: M;Lens: 28mm f/1.4
Leica,Leica Summicron-S 100mm f/2 ASPH,2014,Marketed: 01-Aug-2014;Lens Mount: S;Lens: 100mm f/2
Leica,Leica Summicron-T 23mm f/2 ASPH,2014,Marketed: 01-Jul-2014;Lens Mount: L;Lens: 23mm f/2
Leica,Leica Super-Vario-Elmar-T 11–23mm f/3.5–4.5 ASPH,2014,Marketed: 01-Jul-2014;Lens Mount: L;Lens: 11-23mm f/3.5-4.5
Leica,Leica Vario-Elmar-T 18–56mm f/3.5–5.6 ASPH,2014,Marketed: 01-Jul-2014;Lens Mount: L;Lens: 18-56mm f/3.5-5.6
Leica,Leica Vario-Elmar-T 55–135mm f/3.5–4.5 ASPH,2014,Marketed: 01-Jul-2014;Lens Mount: L;Lens: 55-135mm f/3.5-4.5
Leica,Leica Elmarit-S 30mm f/2.8 ASPH CS,2014,Marketed: 01-Jan-2014;Lens Mount: S;Lens: 30mm f/2.8
Leica,Leica Macro-Elmar-M 90mm f/4,2014,Marketed: 01-Jan-2014;Lens Mount: M;Lens: 90mm f/4
Leica,Summarit-S 70mm f/2.5 ASPH CS,2014,Marketed: 01-Jan-2014;Lens Mount: S;Lens: 70mm f/2.5
Leica,Leica Leitz 21 f/3.4 Super Elmar M,2011,Marketed: 01-Jan-2011;Lens Mount: M;Lens: 21mm f/3.4 ø46
Leica,Leitz Summarit-M 35mm f/2.5,2007,Marketed: 03-Aug-2007;Lens Mount: M;Lens: 35mm f/2.5
Leica,Leitz Summarit-M 50mm f/2.5,2007,Marketed: 03-Aug-2007;Lens Mount: M;Lens: 50mm f/2.5
Leica,Leitz Summarit-M 75mm f/2.5,2007,Marketed: 03-Aug-2007;Lens Mount: M;Lens: 75mm f/2.5
Leica,Leitz Summarit-M 90mm f/2.5,2007,Marketed: 03-Aug-2007;Lens Mount: M;Lens: 90mm f/2.5
Leica,Leitz Elmarit-M 28mm f2.8 ASPH,2006,Marketed: 15-Sep-2006;Lens Mount: M;Lens: 28mm f/2.8
Leica,Leitz Tri-Elmar-M  16-18-21mm f/4 ASPH,2006,Marketed: 15-Sep-2006;Lens Mount: M;Lens: 16-21mm f/4
Leica,Leitz Thambar 90mm f/2.2,1935 - 1949,Marketed: 1935 to 1949 (3000 units);Lens Mount: Screw;Lens: 90mm f/2.2
Leica,Leica Summicron-M 28mm f/2 ASPH,,Lens Mount: M
Leica, Leica Summilux-M 21mm f/1.4 ASPH,,Lens Mount: M
Leica,Leica Summilux-M 24mm f/1.4 ASPH,,Lens Mount: M
Leica,Leica SUMMILUX-M 50mm f/1.4 ASPH,,Lens Mount: M
Leica,Leitz 135mm f/2.8 Elmarit-R,,Lens Mount: R
Leica,Leitz 135mm f/4 Elmar,,Lens Mount: M
Leica,Leitz 180mm f/2.8 Elmarit-R,,Lens Mount: R
Leica,Leitz 21mm f/2.8 Elmarit-M,,Lens Mount: M
Leica,Leitz 21mm f/4 Super-Angulon-R,,Lens Mount: R
Leica,Leitz 28mm f/2.8 Elmarit,,Lens Mount: M;Lens: 28mm f/2.8-22 ø49
Leica,Leitz 28mm f/2.8 Elmarit-R,,Lens Mount: R;Lens: 28mm f/2.8
Leica,Leitz 35-70mm f/3.5 Vario-Elmar-R,,Lens Mount: R;Lens: 35-70mm f/3.5
Leica,Leitz 35mm f/1.4 Summilux,,Lens Mount: M;Lens: 35mm f/1.4
Leica,Leitz 35mm f/2 Summicron-M,,Lens Mount: M;Lens: 35mm f/2
Leica,Leitz 35mm f/2 Summicron-M Aspherical,,Lens Mount: M;Lens: 35mm f/2
Leica,Leitz 35mm f/3.5 Summaron,,Lens Mount: Screw
Leica,Leitz 50mm f/1.0 Noctilux,,Lens Mount: M
Leica,Leitz 50mm f/1.4 Summilux,,Lens Mount: M;Lens: 50mm f/1.4
Leica,Leitz 50mm f/1.5 Summarit,,Lens Mount: Screw
Leica,Leitz 50mm f/2 Summar Collapsible,,Lens Mount: Screw
Leica,Leitz 50mm f/2 Summicron M Collapsible,,Lens Mount: M;Lens: 50mm f/2
Leica,Leitz 50mm f/2 Summicron-R,,Lens Mount: R;Lens: 50mm f/2
Leica,Leitz 50mm f/2 Summicron (SM),,Lens Mount: Screw;Lens: 50mm f/2
Leica,Leitz 50mm f/2 Summitar Collapsible,,Lens Mount: Screw;Lens: 50mm f/2
Leica,Leitz 60mm f/2.8 Macro-Elmarit-R,,Lens Mount: R
Leica,Leitz 75mm f/1.4 Summilux-M,,Lens Mount: M;Lens: 75mm f/1.4
Leica,Leitz 90mm f/2.8 Elmarit-M,,Lens Mount: M;Lens: 90mm f/2.8
Leica,Leitz 90mm f/2.8 Tele-Elmarit,,Lens Mount: M;Lens: 90mm f/2.8
Leica,Leitz 90mm f/2 Summicron-M,,Lens Mount: M;Lens: 90mm f/2
Leica,Leitz 90mm f/4 Elmar-C,,Lens Mount: M;Lens: 90mm f/4
Leica,Leitz Elmar 50mm f/3.5,,Lens Mount: Screw
Leica,Leitz Elmar 90mm f/4,,Lens Mount: Screw
Leica,Leitz Hektor 135mm f/4.5,,Lens Mount: Screw;Lens: 135mm f/4.5
Leica,Leitz Hektor 135mm f/4.5,,Lens Mount: Screw;Lens: 135mm f/4.5
Minolta,Konica-Minolta DiMAGE Z6,2005,Marketed: 20-Aug-2005;Megapixels: 6
Minolta,Konica-Minolta DiMAGE X1,2005,Marketed: 15-Jul-2005;Megapixels: 8
Minolta,"Konica-Minolta Maxxum 5D aka Konica-Minolta Dynax 5D, Alpha-5 Digital, Sweet Digital",2005,Marketed: 15-Jul-2005;Megapixels: 6
Minolta,Konica Minolta Dimage E500,2005,Marketed: 09-May-2005;Megapixels: 5
Minolta,Konica-Minolta DiMAGE X60,2005,Marketed: 09-May-2005;Megapixels: 5
Minolta,Konica-Minolta DiMAGE Z5,2005,Marketed: 21-Jan-2005;Megapixels: 5
Minolta,Konica-Minolta Maxxum 7 Digital aka Konica-Minolta Alpha 7 Digital aka Konica-Minolta Dynax 7 Digital,2004,Marketed: 01-Sep-2004;Megapixels: 6.1
Minolta,Konica-Minolta DiMAGE G530,2004,Marketed: 07-Jul-2004;Megapixels: 5
Minolta,Konica-Minolta DiMAGE X50,2004,Marketed: 07-Jul-2004;Megapixels: 5
Minolta,Konica-Minolta DiMAGE Z10,2004,Marketed: 07-Jul-2004;Megapixels: 3.2
Minolta,Konica-Minolta DiMAGE Z3,2004,Marketed: 01-Jul-2004;Megapixels: 4
Minolta,Konica-Minolta DiMAGE X31,2004,Marketed: 23-Jun-2004;Megapixels: 3.2
Minolta,Konica-Minolta DiMAGE G600,2004,Marketed: 18-Mar-2004;Megapixels: 6
Minolta,Konica-Minolta DiMAGE Z2,2004,Marketed: 12-Feb-2004;Megapixels: 4
Minolta,Konica-Minolta DiMAGE A2,2004,Marketed: 09-Feb-2004;Megapixels: 8
Minolta,Konica-Minolta DiMAGE Xg,2004,Marketed: 09-Feb-2004;Megapixels: 3.2
Minolta,Minolta DiMAGE G400,2003,Marketed: 14-Oct-2003;Megapixels: 4
Minolta,Minolta DiMAGE A1,2003,Marketed: 07-Aug-2003;Megapixels: 5
Minolta,Minolta DiMAGE E323,2003,Marketed: 07-Aug-2003;Megapixels: 3.3
Minolta,Minolta DiMAGE G500,2003,Marketed: 07-Aug-2003;Megapixels: 5
Minolta,Minolta DiMAGE Z1,2003,Marketed: 07-Aug-2003;Megapixels: 3.2
Minolta,Minolta DiMAGE X20,2003,Marketed: 18-Jul-2003;Megapixels: 2
Minolta,Minolta DiMAGE E223,2003,Marketed: 03-Mar-2003;Megapixels: 2.1
Minolta,Minolta DiMAGE S414,2003,Marketed: 10-Feb-2003;Megapixels: 4.1
Minolta,Minolta DiMAGE 7Hi,2002,Marketed: 10-Sep-2002;Megapixels: 5
Minolta,Minolta DiMAGE 7i,2002,Marketed: 13-Mar-2002;Megapixels: 5
Minolta,Minolta DiMAGE F100,2002,Marketed: 13-Mar-2002;Megapixels: 4
Minolta,Minolta DiMAGE 5,2001,Marketed: 25-Jun-2001;Megapixels: 3.2
Minolta,Minolta DiMAGE 7,2001,Marketed: 25-Jun-2001;Megapixels: 5
Minolta,Minolta DiMAGE S304,2001,Marketed: 25-Jun-2001;Megapixels: 3.2
Minolta,Minolta DiMAGE RD 3000,1999,Marketed: 1999;Megapixels: 2.7
Minolta,Minolta DiMAGE 2330,,Megapixels: 2.31
Minolta,Minolta DiMAGE F200,,Megapixels: 4
Minolta,Minolta DiMAGE F300,,Megapixels: 5
Minolta,Minolta DiMAGE F300,,Megapixels: 5
Minolta,Minolta Maxxum 5 aka Minolta Alpha 5 aka Minolta Dynax 5,2001,Film Size: 135 Picture Size: 24x36mm;Marketed: 01-Jan-2001
Minolta,Minolta Maxxum QTsi aka Minolta Alpha 360si aka Minolta Dynax 303si,1998,Film Size: 135 Picture Size: 24x36mm;Marketed: 1998
Minolta,Minolta Maxxum XTsi aka Minolta Alpha Sweet aka Minolta Dynax 505si Super,1998,Film Size: 135;Marketed: 1998
Minolta,Minolta Maxxum 800si aka Minolta Alpha 807si aka Minolta Dynax 800si,1997,Film Size: 135 Picture Size: 24x36mm;Marketed: 1997
Minolta,Minolta Maxxum 500si aka Minolta Alpha 303si Super aka Minolta Dynax 500si Super,1995,Film Size: 135 Picture Size: 24x36mm;Marketed: 1995
Minolta,Minolta Maxxum 600si aka Minolta Alpha 507si aka Minolta Dynax 600si,1995,Film Size: 135 Picture Size: 24x36mm;Marketed: 1995
Minolta,Minolta Maxxum 400si aka Minolta Dynax 500si,1994,Film Size: 135;Marketed: 1994
Minolta,Minolta Maxxum 700si aka Minolta Alpha 707si aka Minolta Dynax 700si,1993,Film Size: 135 Picture Size: 24x36mm;Marketed: 1993
Minolta,Minolta Maxxum 5xi aka Minolta Alpha 5xi aka Minolta Dynax 5xi,1992,Film Size: 135;Marketed: 1992
Minolta,Minolta Maxxum 3xi aka Minolta Dynax 3xi,1991,Film Size: 135;Marketed: 1991
Minolta,Minolta Maxxum 7xi aka Minolta Alpha 7xi aka Minolta Dynax 7xi,1991,Film Size: 135 Picture Size: 24x36mm;Marketed: 1991
Minolta,Minolta Maxxum 8000i aka Minolta Alpha 8700i aka Minolta Dynax 8000i,1990,Film Size: 135 Picture Size: 24x36mm;Marketed: 1990
Minolta,Minolta Maxxum 5000i aka Minolta Alpha 5700i aka Minolta Dynax 5000i,1989,Film Size: 135;Marketed: 1989
Minolta,Minolta Maxxum 3000i aka Minolta Dynax 3000i,1988,Film Size: 135;Marketed: 1988
Minolta,Minolta Maxxum 7000i aka Minolta Alpha 7700i aka Minolta Dynax 7000i,1988,Film Size: 135 Picture Size: 24x36mm;Marketed: 1988
Minolta,Minolta Maxxum 5000 AF aka Minolta 5000 Alpha aka Minolta Dynax 5000 AF,1986,Film Size: 135;Marketed: 1986
Minolta,Minolta Maxxum 7000 AF aka Minolta Alpha 7000 aka Minolta Dynax 7000 AF,1984,Film Size: 135 Picture Size: 24x36mm;Marketed: 1984
Minolta,Minolta X-370,1984,Film Size: 135 Picture Size: 24x36mm;Marketed: 1984
Minolta,Minolta X-570 aka Minolta X-500,1983,Film Size: 135 Picture Size: 24x36mm;Marketed: 1983;Lens Mount: MD
Minolta,Minolta X-700,1981,Film Size: 135 Picture Size: 24x36mm;Marketed: 1981;Lens Mount: MD
Minolta,Minolta XG-M aka Minolta X-70,1981,Film Size: 135 Picture Size: 24x36mm;Marketed: 1981;Lens Mount: MD
Minolta,Minolta CLE,1981,Film Size: 135;Marketed: 1981;Lens Mount: Leica M
Minolta,Minolta XD-5,1978,Film Size: 135 Picture Size: 24x36mm;Marketed: 1978;Lens Mount: MD
Minolta,Minolta XG-1,1978,"Film Size: 135 Picture Size: 24x36mm;Marketed: 1978;Lens Mount: MD;Shutter Speeds: B,1,2,4,8,15,30,60,125,250,500,1000"
Minolta,Minolta XG-7 aka Minolta XG-E aka Minolta XG-2,1977,Film Size: 135 Picture Size: 24x36mm;Marketed: 1977;Lens Mount: MD
Minolta,Minolta Hi-Matic S,1977,Film Size: 135;Marketed: 1977;Lens Mount:  Fixed;Lens: Minolta Rokkor 38mm f/2.7
Minolta,Minolta XD-11 aka Minolta XD aka Minolta XD-7,1977,Film Size: 135 Picture Size: 24x36mm;Marketed: 1977;Lens Mount: MD
Minolta,Minolta SRT-200 aka Minolta SRT-100b,1975 - 1977,Film Size: 135 Picture Size: 24x36mm;Marketed: 1975 to 1977;Lens Mount: MC
Minolta,Minolta SRT-201 aka Minolta SR-101 aka Minolta SRT-101b,1975 - 1977,"Film Size: 135 Picture Size: 24x36mm;Marketed: 1975 to 1977;Lens Mount: MC;Shutter Speeds: B, 1-1/1000"
Minolta,Minolta SRT-202 aka Minolta SR-505 aka Minolta SRT-303B,1975 - 1977,Film Size: 135 Picture Size: 24x36mm;Marketed: 1975 to 1977;Lens Mount: MC
Minolta,Minolta XE-7 aka Minolta XE aka Minolta XE-1,1974 - 1977,Film Size: 135 Picture Size: 24x36mm;Marketed: 1974 to 1977;Lens Mount: MC
Minolta,Minolta Hi-Matic G,1974,Film Size: 135;Marketed: 1974;Lens Mount:  Fixed;Lens: Minolta Rokkor 38mm f/2.8
Minolta,Minolta Hi-Matic GF,1974,Film Size: 135 Picture Size: 24x36mm;Marketed: 1974;Lens Mount:  Fixed;Lens: Minolta  38mm f/4
Minolta,Minolta SRT-102 aka Minolta SRT Super aka Minolta SRT-303,1973 - 1975,Film Size: 135 Picture Size: 24x36mm;Marketed: 1973 to 1975;Lens Mount: MC
Minolta,Minolta SRT MC,1973 - 1975,Film Size: 135 Picture Size: 24x36mm;Marketed: 1973 to 1975;Lens Mount: MC
Minolta,Minolta Hi-Matic F,1972,Film Size: 135 Picture Size: 24x36mm;Marketed: 1972;Lens Mount:  Fixed;Lens: Minolta Rokkor 38mm f/2.7
Minolta,Minolta Hi-Matic E,1971,Film Size: 135;Marketed: 1971
Minolta,Minolta SRT-100,1971 - 1975,Film Size: 135 Picture Size: 24x36mm;Marketed: 1971 to 1975;Lens Mount: MC
Minolta,Minolta 16 MG-S,1969 - 1974,Film Size: 16mm;Marketed: 1969 to 1974;Lens Mount:  Fixed
Minolta,Minolta Hi-Matic 11,1969,Film Size: 135;Marketed: 1969
Minolta,Minolta Hi-Matic C,1969,Film Size: 135;Marketed: 1969;Lens Mount:  Fixed;Lens: Minolta Rokkor 40mm f/2.7;Shutter: Seiko  Speeds:
Minolta,Minolta AL-F,1967,Film Size: 135 Picture Size: 24x36mm;Marketed: 1967;Lens Mount:  Fixed;Lens: Minolta Rokkor 38mm f/2.7
Minolta,Minolta Autopak 550,1966,Film Size: 126;Marketed: 1966
Minolta,Minolta Hi-Matic 7s,1966,"Film Size: 135 Picture Size: 24x36mm;Marketed: 1966;Lens Mount:  Fixed;Lens: Minolta Rokkor-PF 45mm f/1.8;Shutter Speeds: B,4,8,15,30,60,125,250,500"
Minolta,Minolta Hi-Matic 9,1966,"Film Size: 135 Picture Size: 24x36mm;Marketed: 1966;Lens Mount:  Fixed;Lens: Minolta Rokkor-PF 45mm f/1.7;Shutter: Seiko FLA Speeds: B,1,2,4,8,16,30,60,125,250,500"
Minolta,Minolta SRT-101,1966 - 1975,Film Size: 135 Picture Size: 24x36mm;Marketed: 1966 to 1975;Lens Mount: MC
Minolta,Minolta Electro Shot,1965,Film Size: 135 Picture Size: 24x36mm;Marketed: 1965;Lens Mount:  Fixed;Lens: Minolta Rokkor-QF 40mm f/1.8;Shutter: Seiko ES Speeds:
Minolta,Minolta 16 PS,1964 - 1974,Film Size: 16mm;Marketed: 1964 to 1974;Lens Mount:  Fixed
